,Tweets,id,len,date,source,likes,retweets
108,"As boating season gets underway in Grand Teton, local residents &amp; visitors are reminded to operate boats safely &amp; w… https://t.co/En3a8OWsTd",1145812455240548352,148,2019-07-01 21:52:32,Twitter Web App,25,4
109,Teton Interagency fire managers announce the fire danger rating has been elevated to “moderate” for Grand Teton Nat… https://t.co/qPjrunDOLI,1145783789169176576,140,2019-07-01 19:58:37,Twitter Web App,16,5
110,Happy Friday! There will be no Pavement Preservation work happening this weekend on Highway 89. Get out in the park… https://t.co/jDSfSTz8bu,1144706711703285760,140,2019-06-28 20:38:42,Twitter Web App,46,7
111,Shifting channels and numerous logjams have created difficult and unpredictable conditions on some of the side chan… https://t.co/P0njJ6BEcX,1144672582714527744,140,2019-06-28 18:23:05,Twitter Web App,13,3
112,The unpaved sect of Moose-Wilson Rd will be temp closed for grading beginning 8pm Sat 6/29 &amp; will reopen 6am Sun 6/… https://t.co/LI1TnxcP1c,1144352774198460416,144,2019-06-27 21:12:17,Twitter Web App,15,1
113,"The National Park Service is considering the paving of Meadow Road, an unpaved road located within Grand Teton Nati… https://t.co/SSuqKbu8LK",1143966939439493120,140,2019-06-26 19:39:06,Twitter Web App,56,12
114,"According to the National Fire Protection Association, fireworks start an average of 18,500 fires per year and resu… https://t.co/JRUBbVkjdY",1143652677563240448,140,2019-06-25 22:50:21,Twitter Web App,14,6
115,Summer is here and ranger programs at Grand Teton National Park are underway. Bring your family and friends to a sc… https://t.co/yAwKShzwjI,1142122273337270273,140,2019-06-21 17:29:04,Twitter Web App,42,3
116,Road work delays on Highway 89 will increase to 30 minutes to accommodate work and traffic efficiencies. This proje… https://t.co/lc2DFTaUjH,1141107515691696129,140,2019-06-18 22:16:47,Twitter Web App,16,1
117,"There will be no road work on U.S. Highway 89 or Gros Ventre Road this weekend.
Work on parking lots will continue… https://t.co/VtqjxkSoY8",1139681496875167747,139,2019-06-14 23:50:17,Twitter for iPhone,22,2
118,"Plan ahead if you're traveling this weekend! Weekend road work has been scheduled for June 15-16, on U.S. Highway 8… https://t.co/bODvWaOb2B",1139303336291684352,140,2019-06-13 22:47:37,Twitter Web App,15,3
119,"HEADS UP! A traditional cattle drive will take place in the park on Saturday morning, June 8 b/w 7:00-8:00 a.m. 2 m… https://t.co/eBfNTppKrV",1136397238895124480,140,2019-06-05 22:19:49,Twitter Web App,87,13
120,"Boaters and anglers who recreate on park waters have a responsibility to drain, clean, and dry their vessel, as wel… https://t.co/Zewp2d4vGI",1135650515633598464,140,2019-06-03 20:52:36,Twitter Web App,18,2
121,The unpaved section of the Moose-Wilson Road in Grand Teton National Park will be temporarily closed for seasonal d… https://t.co/xj9eJHIz50,1135559827755655170,140,2019-06-03 14:52:15,Twitter Web App,17,1
122,"Yesterday, we worked with Teton County Search and Rescue and Jackson Hole Mountain Resort to successfully rescue an… https://t.co/MiLJz5vvnB",1134113933797670912,140,2019-05-30 15:06:47,Twitter Web App,52,4
123,Pavement preservation work is happening on Hwy 26/89/191. Travelers should expect up to 15-minute cumulative delays… https://t.co/lty3E3Pzs9,1133378317413830657,140,2019-05-28 14:23:42,Twitter Web App,7,1
124,Our thoughts go to our partners and friends at Grand Teton Lodge Company.  https://t.co/4SSWNIYfSE https://t.co/14hxBdlE2w,1131026945989259265,122,2019-05-22 02:40:12,Twitter Web App,94,11
125,Heads up! Pavement preservation work on U.S. Highway 89 and other areas in Grand Teton National Park may begin Thur… https://t.co/lXuErOPete,1128664393552580608,140,2019-05-15 14:12:15,Twitter Web App,24,5
126,Biologists w/ the Interagency Grizzly Bear Study Team will conduct grizzly bear research &amp; trapping operations in G… https://t.co/J5YHra219s,1126547634250891264,144,2019-05-09 18:01:00,Twitter Web App,55,9
127,Grand Teton is hosting American Indian Artists at the Colter Bay Visitor Center this summer to share their traditio… https://t.co/eoyIS99vO0,1126494675202859009,140,2019-05-09 14:30:34,Twitter Web App,55,5
128,We are putting together our 2019 Youth Conservation Program crew and looking for youth ages 16-19 to apply. This is… https://t.co/A9y2TBOFSr,1115022942281199616,140,2019-04-07 22:46:00,TweetDeck,75,17
129,We are accepting proposals to award 1) multiple concession contracts to provide guided scenic float trips and river… https://t.co/aYOOxMMfLq,1111007001998286848,140,2019-03-27 20:48:05,Twitter Web Client,59,8
130,It's spring!  The Teton Park Road between Taggart Lake Trailhead and Signal Mountain Lodge is open to non-motorized… https://t.co/I9WjZH1xxt,1110977835781353472,140,2019-03-27 18:52:11,Twitter Web Client,320,42
131,A large pavement preservation project is planned in the park this summer. This will cause some temporary delays for… https://t.co/LPmqkUTP25,1105943016127119361,140,2019-03-13 21:25:37,Twitter Web Client,17,3
132,We encourage public comment on an environmental assessment regarding improved telecommunications infrastructure in… https://t.co/4iKBuamuVF,1105547894587744256,139,2019-03-12 19:15:32,Twitter Web Client,11,6
133,Road crews will begin spring plowing of the Teton Park Road between Taggart Lake Trailhead and Signal Mountain Lodg… https://t.co/jFA3u7BgpC,1105519807204515840,140,2019-03-12 17:23:56,Twitter Web Client,41,4
134,Moose and bison have been on and near Hwy 89 in the park.  Please slow down as you travel and be alert for wildlife. https://t.co/m1LeaBv42p,1104481065463209985,140,2019-03-09 20:36:20,Twitter Web Client,434,72
135,"If you are traveling north Hwy 89, between Moose and Moran, slow down and be alert for bison. Please slow down. https://t.co/girXTKRdnU",1101683428800397312,135,2019-03-02 03:19:32,Twitter Web Client,422,99
136,"Grand Teton National Park conducted a search and rescue operation Thursday evening, February 28, into early morning… https://t.co/7Nh3eQ07oP",1101628457681805312,140,2019-03-01 23:41:06,Twitter Web Client,43,5
137,We conducted a search and rescue Thursday evening into early this morning in Granite Canyon north of the Jackson Ho… https://t.co/svqrWXI6va,1101506386435825664,140,2019-03-01 15:36:02,Twitter Web Client,88,11
138,Hwy 89 between Moose and Moran is open to traffic.  Please drive with caution and slow down.  Road is snow covered… https://t.co/e9zl9MbUAg,1101141714410979328,139,2019-02-28 15:26:57,Twitter Web Client,44,10
139,We continue to work on the Moose-Moran section of road tonight.  Approx 40 winter-stressed bison gathered on the hi… https://t.co/JbRSccM7w9,1100921911075205121,140,2019-02-28 00:53:32,Twitter Web Client,184,22
140,We've been working on Hwy 89 between Moose and Moran since 6 am- working from the north and from the south. Encount… https://t.co/XtXLkIGuZ9,1100817008575229952,140,2019-02-27 17:56:41,Twitter Web Client,66,13
141,Interested in spending the summer outside? How about @GrandTetonNPS? If you answered yes and you're 16-19 years old… https://t.co/k0NCcPAAX5,1100528183089061888,140,2019-02-26 22:49:00,TweetDeck,29,5
142,"Good morning! Update-Hwy 89 between Moose and Moran remains closed. Hwy 89 from Gros Ventre Junction to Moose, and… https://t.co/wHoubB3z1Z",1100417419900682250,139,2019-02-26 15:28:52,Twitter Web Client,18,7
143,The superintendent of Grand Teton National Park has requested an emergency closure of the gates that access the par… https://t.co/3qZHE76Fom,1100217427839709184,140,2019-02-26 02:14:10,Twitter Web Client,37,11
144,Due to weather and road conditions-there is no public access beyond the Moose Entrance Station.  Only park resident… https://t.co/GCdAkLtKJn,1100113338032316422,140,2019-02-25 19:20:33,Twitter Web Client,17,5
145,Our friends at Teton County Emergency Management shared this and we hope you find it useful. We encourage use of Wy… https://t.co/EqJtO7LxLx,1100053594860969985,140,2019-02-25 15:23:09,Twitter Web Client,22,9
146,"Hwy 89 between Moose and Moran remains closed due to limited visibility, and blowing and drifting snow. There is no… https://t.co/Tq20veY8nl",1100048692738875393,140,2019-02-25 15:03:40,Twitter Web Client,9,4
147,"Hwy 89 between Moose and Moran is temporarily closed due to limited visibility, and blowing and drifting snow.  The… https://t.co/NPI4t5Su8n",1099766371091546114,140,2019-02-24 20:21:50,Twitter Web Client,26,7
148,Traffic is flowing in both directions on Highway 89 as the bison have moved to the Antelope Flats area. Thanks for… https://t.co/1xLBep93xn,1099112804869525504,139,2019-02-23 01:04:47,Twitter for iPhone,69,11
149,Travelers on Hwy 89 b/w Moose and Moran should expect delays. Park rangers are using the road to facilitate movemen… https://t.co/FiVgii2rug,1099084858570158080,140,2019-02-22 23:13:44,Twitter Web Client,42,8
150,All roads in Grand Teton are designated No Unnecessary Travel. Highway 89 is open. Roads are slick with packed and… https://t.co/rq815NtHw1,1096418260306673664,139,2019-02-15 14:37:38,Twitter for iPhone,24,5
151,"Hwy 89 between Moose &amp; Moran is now open. Rotary snow plows will be operating on the road, which is still snow pack… https://t.co/6F7FiMRkae",1096121377361297408,144,2019-02-14 18:57:55,Twitter Web Client,19,6
152,"Wow- as our crews are working this morning, the snow banks along Hwy 89 are almost 9 feet high in areas. We are act… https://t.co/tMkSb6PNVB",1096065085879930881,140,2019-02-14 15:14:15,Twitter Web Client,36,6
153,"Highway 89 between Moose and Moran continues to be closed. Additionally, the highway from Moran to Flagg Ranch is i… https://t.co/2cOUumlT0c",1095767712742072320,140,2019-02-13 19:32:35,Twitter Web Client,13,4
154,"Highway 89 between Moose and Moran is closed due to strong wind, limited visibility, blowing and drifting snow.  Th… https://t.co/cqQnAfXelG",1095669878982209536,140,2019-02-13 13:03:50,Twitter for iPhone,21,7
155,@NWSRiverton has issued a Winter Storm Warning and we caution travelers that Highway 26/89/191 between Moose and Mo… https://t.co/Cjv9z3uaJw,1095476075608436736,140,2019-02-13 00:13:44,Twitter Web Client,0,0
156,@NWSRiverton has issued a Winter Storm Warning and we caution travelers that Highway 26/89/191 between Moose and Mo… https://t.co/U8gZyIwHVp,1095475386727641089,140,2019-02-13 00:10:59,Twitter Web Client,0,0
157,U.S. Highway 26/89/191 is now open between Moose and Moran junctions. Please drive carefully as the road remains sl… https://t.co/4sUyfIYFBS,1095411466784526336,140,2019-02-12 19:57:00,Twitter Web Client,56,10
158,"Hwy 89 between Moose Jct and Moran Jct continues to be closed. Road crews are working to reopen the road, but their… https://t.co/Tnupxre36p",1095394812818145280,140,2019-02-12 18:50:49,Twitter Web Client,47,10
159,U.S. Highway 26/89/191 between Moose Junction and Moran Junction continues to be closed. There is no estimated time… https://t.co/9qY2ROJy77,1095343696097161221,140,2019-02-12 15:27:42,Twitter Web Client,12,6
160,Hwy 26/89/191 between Moose Jct and Moran Jct continues to be closed due to limited visibility and drifting snow​ i… https://t.co/ROrOGlT8in,1095113164713222145,140,2019-02-12 00:11:39,Twitter Web Client,34,8
161,U.S. Hwy 26/89/191 between Moose Jct and Moran Jct is currently closed due to limited visibility and drifting snow.… https://t.co/SaQQuvnTeH,1095059125057146880,140,2019-02-11 20:36:55,Twitter Web Client,22,4
162,Please drive slowly in the area north of Snake River Overlook! This morning we worked with Wyoming Game and Fish to… https://t.co/al9QKV9el9,1093986929043943425,140,2019-02-08 21:36:23,Twitter Web Client,487,101
163,Hwy 89 between Moose and Moran is open. Grand Teton National Park and Wyoming Game and Fish personnel successfully… https://t.co/oAp5h4nzkz,1093944429109342209,139,2019-02-08 18:47:31,Twitter Web Client,168,37
164,"Reminder- Hwy 89 will be temporary closed today between Moose and Moran, 9am-4pm, to move wild bison.   https://t.co/gD4z1Af6CW",1093890736762773504,127,2019-02-08 15:14:09,Twitter Web Client,20,1
165,"In the wake of the largest snowstorm so far this winter, rangers remind backcountry users to recreate responsibly.… https://t.co/gEEagPe3Td",1093662561004732416,139,2019-02-08 00:07:28,Twitter Web Client,16,6
166,Shout out to park employees for moving snow and managing our roads and facilities for safety! Please slow down and… https://t.co/iey2ozERnZ,1092822837121830913,139,2019-02-05 16:30:42,Twitter Web Client,79,3
167,"Travelers on U.S. Hwy 89/26/191 in the park should be prepared for winter driving conditions, including slick condi… https://t.co/kDuY2jDc8d",1092568619244908545,140,2019-02-04 23:40:32,Twitter Web Client,15,3
168,The public comment period for the Mountain Goat Management Plan and Environmental Assessment has been extended thro… https://t.co/QEQBgrcdN3,1092538035818749952,140,2019-02-04 21:39:00,Twitter Web Client,5,2
169,Hwy 89 is now open to north and south-bound traffic. Please drive slowly! The road may close again as conditions change.,1092497941250461701,120,2019-02-04 18:59:41,Twitter Web Client,16,2
170,"Until further notice, all park roads are CLOSED due to very slick conditions and limited visibility. To keep up to… https://t.co/GMxqXmzW57",1092459123734507520,139,2019-02-04 16:25:26,Twitter Web Client,27,13
171,All roads within the park are currently in No Unnecessary Travel status due to weather conditions and limited visib… https://t.co/yDtuJ722Eg,1092452134837047296,140,2019-02-04 15:57:40,Twitter Web Client,23,3
172,"Our backcountry reservation system at https://t.co/JIF2Y7yTcI is expected to be available beginning Monday, Februar… https://t.co/PFqHGHRxtD",1091097813025316864,140,2019-01-31 22:16:04,Twitter Web Client,56,10
173,We have cleared snow from the north end of Moose-Wilson Rd between Murie Ranch Rd &amp; Death Canyon Rd. This section w… https://t.co/fWFg9eYuvl,1090654205902151680,144,2019-01-30 16:53:20,Twitter Web Client,39,5
174,Thanks to our partners for their help during the shutdown! @GrandTetonFdn supported grooming and portable toilets.… https://t.co/zSUHca8A4F,1090370705521205249,139,2019-01-29 22:06:48,Twitter Web Client,176,29
175,"With the enactment of the continuing resolution, staff at Grand Teton National Park are in the process of resuming… https://t.co/fI2Gkn4BCc",1089239442446008322,139,2019-01-26 19:11:34,Twitter Web Client,756,87
176,North section of Moose-Wilson Road to close. https://t.co/FVyIXuLBmQ,1081758081418256384,68,2019-01-06 03:43:19,Twitter Web Client,57,18
177,"During the federal government shutdown, we will not monitor or update social media. For information about how the s… https://t.co/Vn5qOTz6GW",1076521999910858752,140,2018-12-22 16:57:00,Twitter Web Client,25,9
178,Grand Teton National Park is implementing its plan for a government shutdown. Government-operated facilities in the… https://t.co/TWAoqvWNTs,1076515637206241280,140,2018-12-22 16:31:43,Twitter Web Client,70,27
179,Public comments are encouraged for our Goat Management Plan/EA.  We are proposing to remove nonnative mountain goat… https://t.co/fr4FBHPA1c,1070750117232181250,140,2018-12-06 18:41:36,Twitter Web Client,10,1
180,The temporary closure on the northern end of Blacktail Butte has been lifted. While the area is now open to the pub… https://t.co/WHnhTQpfvF,1068571433322737664,140,2018-11-30 18:24:17,Twitter Web Client,37,12
181,"The status of Teton Park Road, Moose-Wilson Road, and Signal Mountain Summit Road has been changed from wheeled acc… https://t.co/0P57TIsWna",1067868865021935616,140,2018-11-28 19:52:32,Twitter Web Client,71,11
182,"For human and wildlife safety, the northern area of Blacktail Butte and part of trail leading from the Practice Roc… https://t.co/eAXjgGnocR",1065429082714898433,140,2018-11-22 02:17:42,Twitter Web Client,80,19
183,In working with Wyoming Game and Fish Department it has been confirmed that an adult buck mule deer from Grand Teto… https://t.co/Ii8RzAazbZ,1065287655213023232,140,2018-11-21 16:55:43,Twitter Web Client,46,29
184,Reminder- today is the last day for vehicle travel on the Teton Park Road between the Taggart and Bradley Lakes Tra… https://t.co/wU7hSFsOIw,1057747433457774593,140,2018-10-31 21:33:34,Twitter Web Client,433,52
185,"Due to power outage, park headquarters is closed in Moose.",1057303761704509440,58,2018-10-30 16:10:35,Twitter for iPhone,18,4
186,"The 2018 elk reduction program begins this Saturday, October 27 in Grand Teton National Park. For background on the… https://t.co/JXKcBwK4XB",1055550254525767680,140,2018-10-25 20:02:46,Twitter Web Client,17,3
187,"Roadwork schedules may change or be delayed due to weather conditions, equipment malfunction, or other factors. (3/3)",1054383196421316608,117,2018-10-22 14:45:18,Twitter Web Client,3,2
188,"Oct 31 will be the final day the Moose-Wilson Rd, from Death CYN JCT to Granite Entrance Station, will be open to v… https://t.co/qF2ZoQWl1S",1054383194735177735,140,2018-10-22 14:45:17,Twitter Web Client,5,1
189,"The northern section of the Moose-Wilson Rd, between Murie Ranch JCT &amp; Death CYN JCT, is closed to all users, inclu… https://t.co/qeJxeQdJAL",1054383188645076993,144,2018-10-22 14:45:16,Twitter Web Client,36,5
190,"Please expect up to 15 minute delays this weekend near the Gros Ventre Roundabout, in the southern part of Grand Te… https://t.co/GaiaSEIXW1",1053349355204182016,140,2018-10-19 18:17:11,Twitter Web Client,30,4
191,"Beginning Nov 1, walking &amp; biking will be allowed on the road until status changes to over-snow access. Access to t… https://t.co/IHOtpgMyE0",1052967086039789568,144,2018-10-18 16:58:11,Twitter Web Client,4,1
192,"Beginning Monday, Oct 22 through Oct 31, the northern portion of the Moose-Wilson Rd, between Murie Ranch JCT &amp; Dea… https://t.co/J4XPCMbh7H",1052967080432005121,144,2018-10-18 16:58:09,Twitter Web Client,24,6
193,Reminder: The unpaved section of the Moose-Wilson Road will be temporarily closed for road grading beginning tonigh… https://t.co/8NkUfJpug0,1052596138249875457,140,2018-10-17 16:24:10,Twitter Web Client,21,3
194,Watch this video for more information: https://t.co/4FknSmey2F,1052204367527333888,62,2018-10-16 14:27:24,Twitter Web Client,5,2
195,"The park website, at https://t.co/T3fyKGWxQ3, has a variety of information about accessibility in Grand Teton Natio… https://t.co/lmejIhSLFf",1052200036040237056,140,2018-10-16 14:10:12,Twitter Web Client,5,1
196,There are only a few days left to submit comments on Grand Teton's accessibility plan. If anyone would like to prov… https://t.co/QM6BYslR4Y,1052200031069978624,140,2018-10-16 14:10:10,Twitter Web Client,12,7
197,"Visitors &amp; recreationists are reminded that park rescue operations may be limited by reduced staff, severe weather,… https://t.co/YAk8YRm5R5",1051903148388802560,144,2018-10-15 18:30:28,Twitter Web Client,7,3
198,A second call from another bystander was received &amp; additional information was communicated that the injured visito… https://t.co/SffibIAm0t,1051903146811748352,144,2018-10-15 18:30:28,Twitter Web Client,9,1
199,"Grand Teton rangers conducted an early evening short-haul rescue at Hidden Falls on Sat, Oct 13. Teton Interagency… https://t.co/hqaMB0RFvs",1051903139647877120,139,2018-10-15 18:30:26,Twitter Web Client,25,5
0,Wildlife sighting this morning along a road crossing over a stream near the entrance to Sieur de Monts Spring… https://t.co/zOfabwjjfz,1274311476602376192,134,2020-06-20 12:01:46,Twitter for Android,50,3
1,"Acadia's branch of America's National Parks® Stores opened today at the Hulls Cove Visitor Center, and will operate… https://t.co/cp1IaegIQu",1274028994774646785,140,2020-06-19 17:19:17,Twitter Web App,17,3
2,"RT @SecBernhardt: Recognized as America’s best idea, we’ve loved our @NatlParkService for over a century. With more than 315 million visito…",1270420618798915586,140,2020-06-09 18:20:53,Twitter for Android,0,733
3,"Acadia's carriage roads are now open to pedestrians, but remain closed to bicycle and equestrian use pending the co… https://t.co/bkZIyPXs4J",1269607386962178048,140,2020-06-07 12:29:23,Twitter for Android,34,9
4,"With the reopening of the Park Loop Road, all visitors are required to obtain and display a park entrance pass. Buy… https://t.co/vGLzYbkDE7",1267484534376980482,140,2020-06-01 15:53:56,Twitter Web App,19,5
5,Acadia plans to increase recreational access and services on June 1. Details at https://t.co/3fKQ3g71tf https://t.co/2aV9p573Z7,1266067828693745667,127,2020-05-28 18:04:27,Twitter Web App,25,6
6,"Acadia's carriage roads remain closed. Crews need uninterrupted time to work on blowdowns, trenches and hazards cau… https://t.co/23JlPocztM",1258873728840216576,140,2020-05-08 21:37:40,Twitter Web App,21,2
7,Island Explorer fare-free bus service for Acadia National Park and surrounding communities has been postponed indef… https://t.co/AnPDnYOY2b,1257367486737063937,140,2020-05-04 17:52:24,Twitter Web App,32,15
8,"On Maine Public Radio, Superintendent Kevin Schneider describes a decision to close all of Acadia's roads, faciliti… https://t.co/JYD9ys1wRd",1243554726060478464,140,2020-03-27 15:05:25,Twitter Web App,34,11
9,"In support of efforts to slow the spread of coronavirus (COVID-19), Acadia has closed the Park Loop Road including… https://t.co/4pIAgF9CeS",1242917032057810947,139,2020-03-25 20:51:27,Twitter Web App,20,9
10,"The Ocean Drive portion of the Park Loop Road will close Monday night due to approaching storm conditions, and is e… https://t.co/qS2goMMKYa",1242202453350780930,140,2020-03-23 21:31:58,Twitter Web App,11,1
11,Read a new Public Safety Advisory from the park related to coronavirus (COVID-19) at https://t.co/HqiT7LezA5 https://t.co/mqgPyIwmgH,1242079453553078272,132,2020-03-23 13:23:13,Twitter Web App,7,1
12,Need park information? Please call or email us. There are no in-person visitor services available while the Bar Har… https://t.co/UF6RapWmfz,1239932345618173953,140,2020-03-17 15:11:22,Twitter Web App,12,1
13,Acadia National Park is open and operating normally. The NPS Office of Public Health and the US Public Health Servi… https://t.co/EAloz42W0i,1239597256598323200,140,2020-03-16 16:59:51,Twitter Web App,26,5
14,"Carriage roads close to all users for Mud Season effective Thurs Mar 12. Walking, bicycling, and riding horses on t… https://t.co/SH7eizoYEw",1237768985552269312,140,2020-03-11 15:54:57,Twitter Web App,18,7
15,"A photograph by Mark Walker of Smyrna, GA, is the winner of Acadia National Park’s 2020 annual entrance pass contes… https://t.co/zQNrfP2tiz",1237464546312421376,140,2020-03-10 19:45:13,Twitter Web App,37,11
16,The Islesford Historical Museum will be closed to the public for the 2020 season to complete a major rehabilitation… https://t.co/8zn1YZGSbF,1234902104017428481,140,2020-03-03 18:02:59,Twitter Web App,9,4
17,"Because of icy road conditions and the likelihood of additional freezing rain later this morning, Acadia National P… https://t.co/zcUtohxefn",1225766082591559687,140,2020-02-07 12:59:42,Twitter for Android,15,3
18,Snow along the North Atlantic coast this morning. https://t.co/IUKGfdaurg https://t.co/UgXRze3EOz,1225400306500018177,97,2020-02-06 12:46:14,Twitter for Android,89,15
19,Classroom Teachers: Apply now through Feb 21 for an Acadia Teacher Fellowship in summer 2020. Fellows receive unifo… https://t.co/6dTrISTPcO,1224026247002566657,140,2020-02-02 17:46:13,Twitter for Android,6,3
20,Acadia National Park is one of the few national parks across America that allows dogs. Learn why it's so very impor… https://t.co/42LJQwDZib,1223352625787285515,140,2020-01-31 21:09:29,Twitter Web App,41,7
21,A painter works near Thunder Hole in Sept 1932. Fewer than four days remain to apply for one of eight Artist-in-Res… https://t.co/1bhbsvnlMC,1210659225204076551,140,2019-12-27 20:30:26,Twitter for Android,33,10
22,"Fancy a visit to Acadia National Park in winter? A new map leads you to two scenic drives, and vast portions of the… https://t.co/JiqOkYGJs8",1208375503360536577,140,2019-12-21 13:15:45,Twitter for Android,89,25
23,"Shara Zaia, of KIPP Northeast Elementary in Denver, CO, recently participated in an electronic field trip with a pa… https://t.co/N2ypRBjkQR",1208061408493080579,140,2019-12-20 16:27:39,Twitter Web App,14,2
24,"Eagle Lake Carriage Road is getting a makeover in 2020. Expect closures, generally from one intersection to another… https://t.co/74chSz4W6O",1204475074885115905,140,2019-12-10 18:56:50,Twitter Web App,11,3
25,"Now through Dec 20, submit your favorite photo or artwork of Acadia for it's 2020 annual pass contest. (Photo by Wi… https://t.co/3o3NOq3tD2",1204080268765728768,140,2019-12-09 16:48:01,Twitter Web App,23,6
26,"Thankful to be warm and indoors today? Looks as if there’s more ice, wind, and waves than snow happening just now o… https://t.co/isM0iuQB1E",1201918255084032007,140,2019-12-03 17:36:57,Twitter for iPad,32,7
27,The Acadia National Park community wishes you and yours a safe and joyous holiday season. https://t.co/X3gYNYx8m9,1200461526500556800,113,2019-11-29 17:08:26,Twitter Web App,22,2
28,"Due to icy conditions, the Paradise Hill and Lower Mountain portions of the Park Loop Road are closed. Access remai… https://t.co/j4TqHzbQ1H",1200432541997645825,140,2019-11-29 15:13:15,Twitter Web App,15,2
29,Apply now through Dec 31 for one of eight Artist-in-Residence opportunities at Acadia National Park in 2020.… https://t.co/ELaf997ekh,1199096372814909440,133,2019-11-25 22:43:48,Twitter Web App,20,9
30,"Due to icy conditions, only the Ocean Drive portion of the Park Loop is open to vehicle traffic at present. https://t.co/nhcdbiUakE",1197519877084516353,131,2019-11-21 14:19:22,Twitter Web App,8,4
31,"Park Loop Road entrances at Hulls Cove, West Street and 233 are closed until weather conditions allow a contractor… https://t.co/iL4euOFG8d",1196505957892853762,139,2019-11-18 19:10:25,Twitter Web App,6,2
32,"One-lane traffic with flaggers may be in effect over the next few weeks, weather permitting, as contractors work on… https://t.co/2Xi87eh46F",1192488141707460611,140,2019-11-07 17:05:02,Twitter Web App,8,2
33,"Be sure to come out to the Northeast Harbor Library at 7 pm this Thursday to meet Mariah Reading, a park ranger and… https://t.co/bix7Ez9GD3",1191870440974749697,140,2019-11-06 00:10:31,Twitter Web App,7,1
34,Want to work at Acadia National Park next summer? Apply through Friday for Park Ranger (Interpretation) and Park Gu… https://t.co/IewCH6TrYk,1191451856171601924,140,2019-11-04 20:27:13,Twitter Web App,20,5
35,"On Thursday afternoon, park rangers will close Echo Lake, Western Mountain Road, Lurvey Spring Road and Long Pond F… https://t.co/8d4r4U9EOg",1189893916155416576,140,2019-10-31 13:16:31,Twitter Web App,14,6
36,Meet Artist-in-Residence Mariah Reading at 7 pm Thu Nov 7 at the Northeast Harbor Library. https://t.co/npuQ7ipSKm https://t.co/B444J2f8bW,1189622163843813378,138,2019-10-30 19:16:40,Twitter Web App,2,0
37,"Due to forecasts for an approaching storm, rangers are taking preemptive steps to close Blackwoods Campground Thurs… https://t.co/941NAdEgYx",1189544221092524033,140,2019-10-30 14:06:57,Twitter Web App,11,7
38,"The Hulls Cove Visitor Center will close for the season Oct 31.  On Nov 1, park staff will relocate to the Bar Harb… https://t.co/YbvELOlMzq",1187082858726416386,140,2019-10-23 19:06:23,Twitter Web App,8,2
39,"Due to another round of approaching severe weather, rangers are closing Blackwoods Campground for Tuesday night. Ea… https://t.co/KkkxKBizZq",1186670346419744768,140,2019-10-22 15:47:12,Twitter Web App,8,4
40,The Artist-in-Residence program encourages artists to create fresh and innovative new ways for visitors to experien… https://t.co/RuYmtlEp37,1186397100541648896,140,2019-10-21 21:41:25,Twitter Web App,27,11
41,"Due to a downed power line at Sieur de Monts Springs, the Nature Center, Wild Gardens, parking lot, and restrooms a… https://t.co/tHpOkEZF2C",1185211530666790913,140,2019-10-18 15:10:23,Twitter Web App,14,7
42,Bring “trick-or-treaters” to the Schoodic Institute on Sat Oct 26 1-4 pm to have fall science fun with the seventh… https://t.co/hjn78eiQb2,1184891939172376577,139,2019-10-17 18:00:27,Twitter Web App,14,3
43,"Due to forecasts for severe weather from an approaching storm, rangers are evacuating and closing Blackwoods Campgr… https://t.co/bHAJPlckxJ",1184521083036282880,140,2019-10-16 17:26:48,Twitter Web App,16,9
44,Class 1 e-bikes are now allowed where traditional bicycles are allowed in Acadia National Park. The speed limit on… https://t.co/m6PTdpXJGl,1177326718127869954,139,2019-09-26 20:58:57,Twitter Web App,8,2
45,"Coming to Acadia in the next few weeks? Be sure to make time to attend a walk, talk, or boat cruise with a park ran… https://t.co/IQE0tyQYNW",1177286918020710404,140,2019-09-26 18:20:48,Twitter Web App,21,7
46,"Meet Artist-in-Residence Erin Currier, of Santa Fe, NM, during the park's regularly scheduled Fire Tower Open House… https://t.co/Ukf2a4S2Ue",1176593899206447105,140,2019-09-24 20:27:00,Twitter Web App,5,0
47,"The leaves have started to change color, and that means 2019 #ParkScience fellow Stephanie Spera begins her study o… https://t.co/zUT1rS0DE6",1176265091693645824,140,2019-09-23 22:40:26,Twitter Web App,32,9
48,"A middle school-aged citizen scientist made a grim, yet significant discovery Thursday. It is believed to be among… https://t.co/Fl3VX0QWZQ",1175134378625851393,139,2019-09-20 19:47:23,Twitter Web App,36,19
49,Artist-in-Residence Launi Lucas leads an informal illustration activity with visitors at 11 am Wed Sept 18 at the S… https://t.co/HawQIJRZzg,1171499714744705025,140,2019-09-10 19:04:32,Twitter Web App,9,2
50,"Tonight's ""Stars Over Sand Beach"" ranger program is cancelled due to lingering storm conditions.… https://t.co/V8GgBFaFx1",1170419497817296898,121,2019-09-07 19:32:08,Twitter Web App,7,1
51,"Follow high seas and storm conditions today due to Hurricane Dorian at
https://t.co/IUKGfdaurg https://t.co/LeTvcpN83d",1170283844622344193,118,2019-09-07 10:33:06,Twitter for Android,67,19
52,STORM UPDATE: Rangers will close access to Thunder Hole and Sand Beach Friday night in anticipation of high tide at… https://t.co/JgzP9MLm6C,1170041767103778816,140,2019-09-06 18:31:10,Twitter Web App,17,9
